@relation 'CAN_traffic (Multi-class)-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute Mean numeric
@attribute Var numeric
@attribute Q3 numeric
@attribute IQR numeric
@attribute Skew numeric
@attribute Kurt numeric
@attribute Class {Flooding,Fuzzy,Malfunction}

@data
163.181818,13.963636,166.5,7,-0.221566,-1.740555,Flooding
32.566667,7.40226,34,3,0.168581,6.998993,Flooding
32.583333,3.399718,33.25,2.25,0.561884,3.668593,Flooding
32.762712,24.011689,37,8.5,-0.12057,-1.30494,Flooding
32.440678,53.423144,39,14,-0.029723,-1.332373,Flooding
32.576271,2.248393,34,3,0.099342,0.147621,Flooding
32.661017,10.400351,34.5,3.5,0.380413,-0.174771,Flooding
32.59322,5.383402,34,3,0.001401,-0.712414,Flooding
32.745763,20.158387,36.5,6.5,-0.324757,-0.266037,Flooding
65.206897,0.955665,66,2,-0.422726,-0.810228,Flooding
32.440678,54.285213,39,14,-0.027196,-1.360267,Flooding
32.633333,24.575141,33,2,-0.332805,9.116297,Flooding
32.559322,31.49211,36.5,7.5,-0.033671,-1.001081,Flooding
32.762712,17.632379,35,4,-0.236557,-0.357176,Flooding
65.344828,4.019704,66,2,1.057031,-0.2254,Flooding
32.576271,22.420807,36,6.5,-0.178777,-0.108566,Flooding
32.694915,8.836353,35,4.5,-0.248424,0.075809,Flooding
32.440678,6.043834,34.5,3.5,-1.739697,6.024565,Flooding
65.275862,1.206897,66,2,0.422832,-0.476231,Flooding
326.2,0.7,327,1,-0.343622,-1.153061,Flooding
32.576271,27.524255,37,10,0.027314,-1.756672,Flooding
326,0,326,0,0,-3,Flooding
65.241379,1.403941,66,2,1.095222,1.555799,Flooding
326.2,0.2,326,0,1.5,0.25,Flooding
32.610169,8.138515,35,5,0.048335,-1.117361,Flooding
163.636364,18.654545,167,8,-0.106698,-1.853009,Flooding
32.542373,5.942139,34,3,-0.365187,0.260725,Flooding
32.576271,3.800117,34,3,0.144757,-0.449306,Flooding
32.59322,13.314436,36,7,0.102498,-1.648978,Flooding
32.542373,32.355932,37,8.5,-0.044873,-1.065803,Flooding
32.59322,3.693746,34,3,0.179829,-0.396746,Flooding
32.576271,14.524255,35,5,0.011418,-0.70192,Flooding
32.661017,3.779661,34,3,0.159109,-0.484156,Flooding
32.59322,73.073057,41.5,14.5,0.198213,-1.214628,Flooding
65.275862,1.206897,66,2,0.422832,-0.476231,Flooding
32.542373,32.011105,37,8,-0.063215,-1.080504,Flooding
32.59322,2.969608,33,2,0.401516,3.27206,Flooding
32.542373,13.804208,36,7,0.18846,-1.602306,Flooding
32.576271,5.765634,33,2,-0.403723,3.154979,Flooding
65.241379,3.118227,66,2,1.210382,0.20063,Flooding
32.576271,14.351841,35.5,5.5,0.147645,-1.058019,Flooding
32.644068,9.371128,35,6,0.111557,-1.408082,Flooding
32.59322,3.004091,33,2,0.262504,1.487953,Flooding
65.172414,1.219212,66,2,0.626203,-0.290364,Flooding
326,1.5,326,1,0.912871,-0.5,Flooding
32.508475,26.185272,37,10,0.0682,-1.851374,Flooding
325.8,2.2,326,1,0.370037,-0.783058,Flooding
65.233333,1.150575,66,2,0.547391,-0.250605,Flooding
326,1.5,326,1,0.912871,-0.5,Flooding
32.576271,5.420807,34,4,0.166933,-1.303891,Flooding
163.181818,15.763636,166.5,7.5,0.030081,-1.680106,Flooding
32.576271,3.800117,33,2,-0.108763,-0.030361,Flooding
32.59322,3.210988,33,1.5,0.10047,0.843667,Flooding
32.576271,11.110462,35.5,6.5,0.067921,-1.680355,Flooding
32.559322,16.595558,36.5,7.5,0.127466,-1.564637,Flooding
32.59322,2.900643,33.5,1.5,0.060818,0.129852,Flooding
32.59322,10.383402,34,3,0.365318,0.647169,Flooding
32.559322,8.285213,35,5,0.220459,-1.226124,Flooding
32.559322,129.699006,44,24,0.011303,-1.824806,Flooding
65.2,1.131034,66,2,0.293907,-0.489887,Flooding
32.559322,16.664524,36,7,0.118825,-1.626941,Flooding
32.542373,1.597312,33,1,0.49826,0.106311,Flooding
32.491525,18.805961,37,8.5,0.053223,-1.698444,Flooding
32.40678,4.797195,33,2,-0.826707,5.931179,Flooding
65.137931,1.837438,66,2,1.235073,0.806388,Flooding
32.627119,12.548217,35,6,-0.001094,-1.252623,Flooding
32.508475,12.66803,36,7,0.062265,-1.714987,Flooding
32.576271,1.662186,33,1,0.243758,-0.078931,Flooding
65.1,1.058621,66,2,-0.200927,-1.228597,Flooding
325,1.5,325,1,0.912871,-0.5,Flooding
32.55,24.048305,37,9,0.011003,-1.872765,Flooding
325,1.5,325,1,0.912871,-0.5,Flooding
65.103448,0.953202,66,2,0.026749,-1.49371,Flooding
325.4,0.3,326,1,0.408248,-1.833333,Flooding
32.55,5.234746,34,4,0.059103,-1.577289,Flooding
163.090909,13.290909,166.5,6.5,-0.154236,-1.739443,Flooding
32.559322,4.043834,34,3,-0.036092,-0.553839,Flooding
32.576271,2.351841,34,2,-0.130722,-0.259736,Flooding
32.491525,10.495617,35,6,0.046207,-1.780505,Flooding
32.474576,19.977791,37,9,0.073224,-1.73997,Flooding
32.559322,2.699006,33.5,1.5,0.164726,0.085161,Flooding
32.576271,11.765634,35,4.5,-0.030612,-0.79959,Flooding
32.416667,8.721751,35,5,0.211967,-0.679093,Flooding
32.508475,43.736996,36,7,-0.071143,-0.226899,Flooding
65.137931,0.76601,66,2,-0.268426,-1.595925,Flooding
32.55,19.472034,37,8.25,0.042851,-1.722659,Flooding
32.576271,2.558738,33,2,0.255516,-0.034118,Flooding
32.6,17.633898,37,8.25,0.059164,-1.644176,Flooding
32.576271,7.282876,33,2,0.51533,2.409455,Flooding
65.241379,1.546798,66,2,0.552246,-0.935456,Flooding
32.542373,19.666277,37,9,0.085463,-1.625534,Flooding
32.6,4.277966,34,3,0.152064,-0.490859,Flooding
32.576271,3.558738,33,2,0.160259,0.558529,Flooding
65.241379,1.332512,66,2,0.509791,-0.645353,Flooding
325.8,0.2,326,0,-1.5,0.25,Flooding
32.694915,24.974284,37,9,0.007723,-1.822231,Flooding
325.8,0.2,326,0,-1.5,0.25,Flooding
65.241379,1.189655,66,2,0.517389,-0.349208,Flooding
326.2,1.2,326,0,0.867528,-0.270833,Flooding
32.644068,5.405611,34,4,0.163878,-1.25796,Flooding
163.363636,18.054545,167,8,-0.07586,-1.83804,Flooding
32.576271,5.007013,34,3,-0.175929,-0.012694,Flooding
32.576271,4.110462,33.5,2.5,-0.274293,0.657507,Flooding
32.559322,7.595558,35,6,-0.151635,-1.599554,Flooding
32.6,19.938983,37,9,0.035615,-1.680443,Flooding
32.576271,3.938048,34,3,0.266656,-0.324057,Flooding
32.59322,8.452367,34,3,-0.134292,1.876202,Flooding
32.576271,8.282876,35,5,0.062863,-1.043405,Flooding
32.525424,19.322618,36,7,0.071635,0.145086,Flooding
65.241379,1.403941,66,2,0.83303,1.322835,Flooding
32.694915,18.698422,37,8,0.021566,-1.709087,Flooding
32.576271,2.282876,33,1.5,0.230913,0.284896,Flooding
32.166667,40.039548,37,9,-0.786578,1.645928,Flooding
32.559322,4.767972,33,2,-0.035664,1.710634,Flooding
67.535714,160.776455,66,2,4.945593,22.663136,Flooding
32.483333,14.728531,36,7,0.053885,-1.229302,Flooding
33.241379,20.958258,34,2.75,5.296569,33.487718,Flooding
32.576271,2.869082,33,1,0.232667,1.291193,Flooding
65.241379,1.189655,66,2,-0.154877,-0.998103,Flooding
312.6,1048.3,329,7,-1.459465,0.194731,Flooding
32.694915,28.663939,38,11,-0.029995,-1.787952,Flooding
312.6,1044.3,329,6,-1.473384,0.213787,Flooding
65.241379,1.332512,66,2,0.226237,-0.403984,Flooding
312.8,838.7,326,1,-1.499166,0.248874,Flooding
32.644068,6.888369,35,5,0.086829,-1.384404,Flooding
157.363636,440.654545,166.5,7.5,-2.697361,5.592986,Flooding
32.576271,4.455289,34,3,0.158974,-0.241087,Flooding
32.559322,3.147282,33,2,0.29393,0.805832,Flooding
33.033898,33.171245,37,8,2.879024,13.986159,Flooding
32.576271,3.386324,33.5,2.5,0.237639,0.47777,Flooding
32.711864,29.691409,37,9,0.004193,-1.342908,Flooding
32.559322,9.250731,34.5,3.5,0.091703,-0.277028,Flooding
32,20.677966,35,6,-2.343816,10.840151,Flooding
32.483333,18.592938,37,9,0.034026,-1.508713,Flooding
65.206897,0.955665,66,2,0.277561,-0.927543,Flooding
32.166667,38.446328,37,9,-0.828303,1.902881,Flooding
32.610169,3.828171,34,3,0.056096,-0.595839,Flooding
32.779661,46.450614,40,14,-0.065337,-1.676642,Flooding
32.610169,5.793688,34,3,0.144004,0.455454,Flooding
65.275862,1.849754,66,2,0.78779,-0.080951,Flooding
32.627119,4.134424,34,3,0.66463,0.617879,Flooding
32.694915,4.80187,34.5,3.5,-0.190741,-1.229928,Flooding
32.610169,5.759205,34,3,0.006473,0.278979,Flooding
65.275862,1.921182,66,2,-0.097281,-0.563358,Flooding
325.6,13.3,326,2,0.323627,-0.69515,Flooding
32.745763,33.020456,38,11,-0.009283,-1.803364,Flooding
325.6,16.3,327,3,-0.082568,-0.830912,Flooding
65.275862,1.849754,66,2,-0.079057,-0.403036,Flooding
326.2,0.7,327,1,-0.343622,-1.153061,Flooding
32.694915,10.215663,35,6,0.10437,-1.364152,Flooding
163.545455,15.072727,166.5,6.5,-0.058124,-1.737874,Flooding
32.627119,6.375804,34,3,-0.027296,-0.118517,Flooding
32.610169,5.44886,34,3,0.068488,-0.139957,Flooding
32.627119,9.20339,35,4,0.304053,-0.536027,Flooding
32.616667,4.579379,34,3,0.04725,-0.250623,Flooding
32.779661,50.554062,40,14,-0.064158,-1.736747,Flooding
32.610169,11.759205,34.5,3.5,0.27346,1.024301,Flooding
32.59322,5.900643,35,4.5,0.045637,-0.944878,Flooding
32.627119,7.824079,35,4,0.478886,0.220645,Flooding
65.310345,1.721675,66,2,0.470624,-0.921479,Flooding
32.779661,48.967855,40,14,-0.08896,-1.754324,Flooding
22.425287,31.084469,22,3.5,1.256648,-0.105508,Flooding
22.418605,56.081532,26,12,0.459544,-0.647674,Flooding
22.448276,31.831596,22,3.5,1.342393,0.370505,Flooding
44.72093,116.777409,41.5,3.5,1.364511,-0.029587,Flooding
22.406977,30.644186,21,2,1.419659,0.36588,Flooding
22.430233,31.848016,23.5,5.5,1.133266,-0.215664,Flooding
22.448276,30.971131,22,3,1.244662,-0.140452,Flooding
44.642857,118.08885,40,2,1.374139,-0.06181,Flooding
219.375,2399.125,214.5,20.75,1.548772,0.817754,Flooding
22.44186,44.437756,24,8,1.12691,0.502609,Flooding
219.375,2399.125,214.5,20.75,1.548772,0.817754,Flooding
44.642857,118.137631,40,2,1.375752,-0.054433,Flooding
217.25,2175.642857,207.75,12.75,1.857888,1.881623,Flooding
22.44186,32.484815,22,4,1.284708,0.034186,Flooding
112.176471,735.529412,103,9,1.295149,-0.116239,Flooding
22.45977,31.390805,22,3,1.229544,-0.191681,Flooding
22.45977,31.460572,22,3,1.241609,-0.128748,Flooding
22.395349,32.971272,22,4,1.345536,0.337055,Flooding
22.418605,56.010944,26,12,0.540742,-0.479474,Flooding
22.348837,30.676881,22,3,1.29861,0.044031,Flooding
22.402299,31.731623,22.5,4,1.258197,0.131838,Flooding
22.453488,31.003694,22,3,1.248943,-0.1688,Flooding
22.406977,34.926539,23,5,1.153641,0.137122,Flooding
44.666667,119.056911,40,2,1.373271,-0.066317,Flooding
22.430233,56.271546,26,12,0.459217,-0.651447,Flooding
26.930556,46.572574,34,13,-0.195732,-1.638876,Flooding
26.830986,67.142455,34,9.5,-0.541129,-0.889648,Flooding
26.847222,44.69464,32,12,-0.177258,-1.776635,Flooding
53.805556,181.13254,65.25,25.5,-0.175642,-1.88673,Flooding
26.929577,51.037827,35,14,0.002834,-1.530434,Flooding
26.944444,44.926448,33,13,-0.183144,-1.723456,Flooding
26.971831,48.999195,35,15,-0.052356,-1.604534,Flooding
53.972222,171.513492,65.25,25.5,-0.263074,-1.871401,Flooding
268.666667,4384.666667,326.75,120,-0.180481,-1.803889,Flooding
27,59.943662,36.25,14.25,0.066745,-1.344999,Flooding
268.666667,4333.066667,325.75,119,-0.177939,-1.804417,Flooding
53.972222,171.284921,65.25,25.5,-0.267177,-1.874796,Flooding
273.5,4185.9,326,112.25,-0.410279,-1.621665,Flooding
27,46.338028,34,14,-0.176712,-1.766818,Flooding
135.857143,1106.901099,164,64,-0.28733,-1.881634,Flooding
26.830986,46.742455,34,14,-0.140584,-1.717506,Flooding
27,47.43662,34,14,-0.122682,-1.620328,Flooding
26.861111,65.022692,38,17,0.495674,-1.243322,Flooding
27,46.535211,34,14,-0.175053,-1.656218,Flooding
26.84507,66.361368,34.5,10,-0.555211,-0.889497,Flooding
27,116.428571,35.5,16,0.727679,-1.013471,Flooding
26.547945,50.334475,33,13,-0.41995,-0.858295,Flooding
26.943662,61.682495,35.5,14.5,0.36814,-1.313073,Flooding
53.972222,172.427778,65.25,25.5,-0.255114,-1.874194,Flooding
26.830986,66.342455,34.5,10,-0.577103,-0.88112,Flooding
32.610169,3.552309,34,3.5,-0.235183,-1.392505,Flooding
32.59322,68.417884,36.5,7.5,0.01618,0.039938,Flooding
32.661017,7.124489,35,4,0.296755,-0.931522,Flooding
65.413793,7.251232,68,5,-0.070915,-1.16697,Flooding
32.466667,27.880226,37,9.25,0.024266,-1.530279,Flooding
32.644068,2.302162,33,2,0.499016,-0.970565,Flooding
32.483333,19.643785,36,7,0.012505,-0.96912,Flooding
65.75,32.490741,68,4,-0.218038,0.848099,Flooding
326.6,0.3,327,1,-0.408248,-1.833333,Flooding
32.655172,88.194797,38,11,-0.018101,-0.488897,Flooding
326.4,0.3,327,1,0.408248,-1.833333,Flooding
65.785714,36.84127,66.25,1.5,-0.03479,0.948445,Flooding
326.6,0.3,327,1,-0.408248,-1.833333,Flooding
32.655172,52.510587,35.75,5.75,-0.018664,0.389919,Flooding
163.090909,5.890909,165.5,4.5,0.241522,-1.871228,Flooding
32.483333,26.050565,35,6,0.093533,-0.634492,Flooding
32.491525,13.805961,35,5.5,0.001774,-0.354312,Flooding
32.525424,42.667446,39,13,0.00659,-1.909929,Flooding
32.576271,68.317358,36,7,-0.016431,-0.00791,Flooding
32.610169,10.759205,35,4,-0.235381,2.260017,Flooding
32.466667,41.60904,36,8,-0.055849,-0.464458,Flooding
32.610169,2.621274,34,3,0.55028,-0.390227,Flooding
32.433333,39.470056,39,13,0.047131,-1.896909,Flooding
65.344828,0.948276,66,1,-0.025835,-1.04393,Flooding
32.576271,70.696669,36,7,-0.01978,0.020881,Flooding
32.59322,3.797195,34,3,-0.275586,-1.308102,Flooding
32.389831,216.724722,47,30,0.044087,-1.861511,Flooding
32.627119,4.341321,34,3,0.089835,-0.187333,Flooding
65.275862,2.278325,66,2,1.105496,1.484347,Flooding
32.508475,54.495617,39.5,14.5,0.054757,-1.888069,Flooding
32.627119,2.410286,33,2,0.638703,-0.478458,Flooding
32.491525,68.219755,41,17,0.067077,-1.872888,Flooding
65.275862,14.206897,66,2,-0.365046,6.420577,Flooding
326.2,1.7,327,2,0.363173,-1.371972,Flooding
32.355932,229.888369,48,31,0.032003,-1.915059,Flooding
326.4,2.8,327,2,0.730196,-0.866071,Flooding
65.275862,13.492611,66,2,-0.047863,5.751418,Flooding
326.2,1.2,326,0,0.867528,-0.270833,Flooding
32.389831,155.793688,46,26,0.02511,-1.891425,Flooding
163,7.6,165.5,4.5,0.600699,-1.164127,Flooding
32.491525,62.530099,41,16,0.09355,-1.70287,Flooding
32.491525,35.254237,37,8,0.063374,-1.225116,Flooding
32.633333,62.066667,40.25,15.25,-0.006254,-1.760906,Flooding
32.389831,214.000585,47,30,0.042025,-1.872678,Flooding
32.508475,18.495617,36,7,0.129825,-1.025712,Flooding
32.491525,68.943892,39,14,0.111529,-0.982416,Flooding
32.610169,2.793688,34,3,0.253209,0.118914,Flooding
32.525424,50.701929,39,14,0.055829,-1.896619,Flooding
65.551724,25.756158,67,4,0.248438,-0.515888,Flooding
32.389831,218.172998,47,30,0.043767,-1.879919,Flooding
32.576271,5.317358,34,4,0.161011,-1.125887,Flooding
32.322034,182.739334,46.5,27.5,0.044358,-1.847438,Flooding
32.576271,6.179427,34,3,-0.336113,-0.032093,Flooding
65.206897,1.098522,66,2,0.146842,-1.277419,Flooding
32.59322,43.142022,39,13,0.074226,-1.748437,Flooding
32.694915,37.939801,36.5,7.5,0.043285,-0.890062,Flooding
32.474576,75.184687,41,17,0.055035,-1.953932,Flooding
65.066667,8.34023,66.75,2.75,-0.242272,-0.025657,Flooding
326,1,327,2,0,-1.75,Flooding
32.533333,201.981921,47,28,0.003107,-1.938163,Flooding
326,1,327,2,0,-1.75,Flooding
65.033333,8.309195,66.75,2.75,-0.174393,-0.11533,Flooding
326.2,0.2,326,0,1.5,0.25,Flooding
32.516667,132.55904,44,23,-0.000849,-1.925035,Flooding
162.818182,8.363636,166,6,0.163412,-1.888516,Flooding
32.457627,58.562829,40,15,0.026391,-1.349759,Flooding
32.525424,24.322618,36,8,0.048822,-0.786524,Flooding
32.672414,75.311857,41.75,18.75,0.023281,-1.790465,Flooding
32.322034,181.601403,46.5,27.5,0.045527,-1.861886,Flooding
32.525424,10.322618,34,3,0.209053,1.875435,Flooding
32.559322,57.285213,36,5,-0.043895,-0.161322,Flooding
32.542373,5.252484,34,2.5,-0.22406,-0.035191,Flooding
32.672414,54.925892,40,15,0.030773,-1.895499,Flooding
65.241379,1.118227,66,2,0.243414,-1.156771,Flooding
32.5,182.38983,47,28,0.014634,-1.860233,Flooding
32.59322,5.142022,34,4,0.056555,-0.747344,Flooding
32.525424,62.426067,40,15,-0.002637,-1.626778,Flooding
32.610169,3.759205,34,3,-0.039404,-1.032771,Flooding
65.275862,1.992611,66,2,0.274173,-0.904381,Flooding
32.610169,8.207481,33,2,0.233117,1.205642,Flooding
32.627119,27.479252,37,9,0.020275,-1.1684,Flooding
32.474576,73.081239,41,17,0.070445,-1.874935,Flooding
65.310345,5.721675,67,3,-0.231111,1.553655,Flooding
327,4,328,2,-0.628894,-1.046875,Flooding
32.830508,78.522501,41,17,-0.002048,-1.739985,Flooding
326.8,2.7,328,1,-1.164264,-0.187243,Flooding
65.310345,4.507389,66,2,0.085953,1.507449,Flooding
326.2,0.7,327,1,-0.343622,-1.153061,Flooding
32.779661,47.485096,39,12.5,-0.048033,-1.645606,Flooding
162.818182,8.363636,166,6,0.163412,-1.888516,Flooding
32.610169,13.276447,35,5.5,0.077301,-0.837338,Flooding
32.644068,3.578025,33.5,2.5,0.445149,0.160476,Flooding
32.542373,26.218001,37,10,-0.047109,-1.39444,Flooding
32.525424,66.874342,40,15,-0.005198,-1.562699,Flooding
32.644068,2.853887,33.5,2,0.592996,-0.458343,Flooding
32.40678,29.48685,35,4,-0.163886,1.404817,Flooding
32.583333,7.298023,35,5,-0.055858,-1.294102,Flooding
32.516667,20.321751,36,6,0.035879,-0.963679,Flooding
65.310345,1.435961,66,2,0.521712,-0.832347,Flooding
32.672414,63.41712,40,15,-0.047886,-1.673713,Flooding
32.288136,96.553477,37,8.5,0.025492,-0.702538,Flooding
32.533333,47.541243,39,13,-0.061997,-1.210791,Flooding
32.566667,2.859887,34,3,-0.041576,-1.172059,Flooding
65.241379,2.189655,66,2,0.383584,-0.342582,Flooding
32.576271,7.558738,34.5,3.5,0.393943,0.092044,Flooding
32.677966,13.739334,35,5,0.107504,-0.644898,Flooding
32.423729,33.455289,36.5,7,-0.001987,-0.534556,Flooding
65.172414,1.076355,66,2,0.236392,-1.193191,Flooding
326.4,5.3,328,4,-0.131948,-1.679067,Flooding
32.711864,39.518995,39,12,-0.069036,-1.726302,Flooding
326.4,5.3,328,4,-0.131948,-1.679067,Flooding
65.137931,0.908867,66,2,-0.025438,-1.41394,Flooding
326,1.5,326,1,0.912871,-0.5,Flooding
32.644068,13.853887,36,7,-0.097236,-1.302084,Flooding
162.545455,13.672727,166,6.5,0.079825,-1.635472,Flooding
32.610169,4.310929,34.5,3.5,0.471921,0.137408,Flooding
32.59322,3.383402,33.5,2.5,0.697,-0.175658,Flooding
32.508475,17.219755,37,9,-0.080616,-1.642755,Flooding
32.533333,49.914124,40,14,-0.040859,-1.266509,Flooding
32.59322,3.314436,34,3,0.583762,-0.351156,Flooding
32.491525,5.633548,34.5,3.5,-0.317086,0.014736,Flooding
32.627119,3.617183,34,3,0.196521,-0.713438,Flooding
32.694915,8.181181,35,4,0.096584,-0.600492,Flooding
65.172414,1.504926,66,2,-0.097337,0.37867,Flooding
32.533333,49.744633,40,14,-0.04935,-1.289129,Flooding
32.216667,104.477684,35.25,4.25,-0.140563,0.132755,Flooding
32.661017,26.572764,37,9,-0.101859,-1.337504,Flooding
32.576271,1.765634,33.5,2,0.279184,-0.881163,Flooding
65.172414,1.362069,66,2,0.345823,-1.370236,Flooding
32.627119,15.548217,36,7,0.037397,-1.274104,Flooding
32.644068,5.784921,35,4,-0.085069,-1.093327,Flooding
32.559322,2.388662,33,2,0.594477,-0.956442,Flooding
65.206897,1.098522,66,2,-0.231975,-0.973009,Flooding
325.6,5.3,328,4,0.131948,-1.679067,Flooding
32.661017,20.365868,37,9,-0.074633,-1.834194,Flooding
325.6,6.3,328,3,-0.343622,-1.153061,Flooding
65.206897,1.598522,66,2,-0.288427,-0.398338,Flooding
325.6,0.3,326,1,-0.408248,-1.833333,Flooding
32.644068,3.371128,34,2.5,-0.341511,-1.036384,Flooding
162.636364,14.854545,166.5,7.5,0.147614,-1.890736,Flooding
32.576271,6.21391,34,3,0.194925,0.101019,Flooding
32.576271,2.8346,33,2,0.49001,-0.49433,Flooding
32.583333,16.34887,36.25,7.25,-0.058159,-1.666569,Flooding
32.559322,3.078317,34,3,0.480018,-0.752078,Flooding
32.661017,23.745178,37,8.5,-0.086135,-1.521325,Flooding
32.474576,8.495032,35,4,0.276859,0.176171,Flooding
32.559322,8.595558,35,4.5,-0.118591,-1.189264,Flooding
32.644068,22.612507,37,9,-0.119009,-1.629996,Flooding
65.206897,1.241379,66,2,-0.416023,-0.884791,Flooding
32.644068,23.336645,37,8,-0.099191,-1.310295,Flooding
32.610169,35.172998,34,3,-0.163365,9.744797,Flooding
32.762712,43.115137,39,12,-0.084954,-1.83862,Flooding
32.610169,2.655757,34,3,0.548995,-0.985173,Flooding
65.275862,1.135468,66,1,1.234032,3.139283,Flooding
32.745763,16.710111,37,8,-0.071999,-1.745957,Flooding
32.627119,4.962011,34,3,0.014161,0.305344,Flooding
32.610169,2.655757,34,3,0.573103,-0.573986,Flooding
65.275862,1.421182,66,2,0.610529,1.473361,Flooding
326,0,326,0,0,-3,Flooding
32.711864,21.450029,37,9,-0.113809,-1.834953,Flooding
326,0.5,326,0,0,-0.5,Flooding
65.275862,1.706897,66,2,0.355934,-0.96975,Flooding
326.4,0.3,327,1,0.408248,-1.833333,Flooding
32.59322,5.038574,35,5,0.065498,-1.510841,Flooding
163,7.4,165,4,0.312608,-0.971147,Flooding
32.610169,4.655757,34,3,0.23247,0.078583,Flooding
32.610169,2.828171,34,3,0.564261,-0.503091,Flooding
32.728814,22.201052,37,8,-0.053733,-1.663879,Flooding
32.6,2.684746,34,3,0.636905,-0.415748,Flooding
32.762712,40.597896,39,13,-0.083022,-1.815829,Flooding
32.610169,11.241964,35,4,0.193321,-0.269109,Flooding
32.576271,4.248393,34,3,0.283416,-0.407861,Flooding
32.711864,22.174167,37,8,-0.099236,-1.385897,Flooding
65.310345,0.864532,66,1,0.433878,0.60439,Flooding
32.762712,39.322034,38.5,11.5,-0.092926,-1.805472,Flooding
32.559322,32.630041,33.5,2.5,0.224193,10.554412,Flooding
32.694915,46.077732,39,13,-0.045383,-1.906747,Flooding
32.610169,2.172998,33,2,0.433702,-0.50661,Flooding
65.172414,1.076355,66,2,-0.349479,-1.179979,Flooding
32.542373,20.114553,37,9,-0.031937,-1.773616,Flooding
32.661017,3.952075,34,3,0.476759,-0.213768,Flooding
32.583333,2.620056,33.25,2.25,0.453683,-0.414339,Flooding
65.172414,0.933498,66,2,-0.34932,-1.799128,Flooding
326.4,2.8,327,2,0.730196,-0.866071,Flooding
32.661017,22.193454,37,9,-0.070631,-1.905345,Flooding
326.4,4.3,328,3,0.157988,-1.490806,Flooding
65.206897,1.169951,66,2,0.270278,-1.223306,Flooding
325.8,0.2,326,0,-1.5,0.25,Flooding
32.627119,4.410286,34,4,-0.039044,-1.360306,Flooding
162.636364,11.254545,166,6.5,0.081406,-1.784938,Flooding
32.616667,4.884463,34,3,0.265668,0.909158,Flooding
32.6,3.023729,34,3,0.474349,0.364496,Flooding
32.677966,28.153127,37,10,0.004249,-1.774343,Flooding
32.694915,40.836353,39,13,-0.033754,-1.890508,Flooding
32.576271,2.869082,34,3,0.447361,-0.281869,Flooding
32.516667,11.067514,35,4,0.005849,-0.205242,Flooding
